"models","params","target","forecast_date"
"CEID-Walk",0,"3 wk ahead inc death","2021-06-07"
"CovidAnalytics-DELPHI",0,"3 wk ahead inc death","2021-06-07"
"DDS-NBDS",0,"3 wk ahead inc death","2021-06-07"
"COVIDhub-baseline",0,"3 wk ahead inc death","2021-06-07"
"IEM_MED-CovidProject",0,"3 wk ahead inc death","2021-06-07"
"JHU_IDD-CovidSP",0,"3 wk ahead inc death","2021-06-07"
"MIT_CritData-GBCF",0,"3 wk ahead inc death","2021-06-07"
"Karlen-pypm",0.493734112478433,"3 wk ahead cum death","2021-06-07"
"UMass-MechBayes",0.28919800445764,"3 wk ahead cum death","2021-06-07"
"LNQ-ens1",0.218235386662817,"3 wk ahead cum death","2021-06-07"
"epiforecasts-ensemble1",0,"3 wk ahead cum death","2021-06-07"
"BPagano-RtDriven",0,"3 wk ahead cum death","2021-06-07"
"CEID-Walk",0,"3 wk ahead cum death","2021-06-07"
"SteveMcConnell-CovidComplete",0,"3 wk ahead cum death","2021-06-07"
"USC-SI_kJalpha",0,"3 wk ahead cum death","2021-06-07"
"OliverWyman-Navigator",0,"3 wk ahead cum death","2021-06-07"
"COVIDhub-baseline",0,"3 wk ahead cum death","2021-06-07"
"UA-EpiCovDA",0,"3 wk ahead cum death","2021-06-07"
"MIT_CritData-GBCF",0,"3 wk ahead cum death","2021-06-07"
"LANL-GrowthRate",0,"3 wk ahead cum death","2021-06-07"
"RobertWalraven-ESG",0,"3 wk ahead cum death","2021-06-07"
"CU-select",0,"3 wk ahead cum death","2021-06-07"
"DDS-NBDS",0,"3 wk ahead cum death","2021-06-07"
"JHUAPL-Bucky",0,"3 wk ahead cum death","2021-06-07"
"CovidAnalytics-DELPHI",0,"3 wk ahead cum death","2021-06-07"
"Covid19Sim-Simulator",0,"3 wk ahead cum death","2021-06-07"
"JHU_IDD-CovidSP",0,"3 wk ahead cum death","2021-06-07"
"Karlen-pypm",0.281989262285678,"3 wk ahead inc case","2021-06-07"
"CU-select",0.301013596865729,"3 wk ahead inc case","2021-06-07"
"LNQ-ens1",0.167650945003345,"3 wk ahead inc case","2021-06-07"
"LANL-GrowthRate",0,"3 wk ahead inc case","2021-06-07"
"JHUAPL-Bucky",0,"3 wk ahead inc case","2021-06-07"
"UVA-Ensemble",0,"3 wk ahead inc case","2021-06-07"
"USC-SI_kJalpha",0,"3 wk ahead inc case","2021-06-07"
"RobertWalraven-ESG",0,"3 wk ahead inc case","2021-06-07"
"CovidAnalytics-DELPHI",0,"3 wk ahead inc case","2021-06-07"
"JHU_CSSE-DECOM",0,"3 wk ahead inc case","2021-06-07"
"BPagano-RtDriven",0,"3 wk ahead inc case","2021-06-07"
"JHU_IDD-CovidSP",0,"3 wk ahead inc case","2021-06-07"
"Covid19Sim-Simulator",0,"3 wk ahead inc case","2021-06-07"
"IEM_MED-CovidProject",0,"3 wk ahead inc case","2021-06-07"
"COVIDhub-baseline",0,"3 wk ahead inc case","2021-06-07"
"CEID-Walk",0,"3 wk ahead inc case","2021-06-07"
"Karlen-pypm",0.284575508876561,"2 wk ahead inc death","2021-06-07"
"UMass-MechBayes",0.247237266689313,"2 wk ahead inc death","2021-06-07"
"JHU_CSSE-DECOM",0.212913517658373,"2 wk ahead inc death","2021-06-07"
"RobertWalraven-ESG",0.241891910639533,"2 wk ahead inc death","2021-06-07"
"LNQ-ens1",0,"2 wk ahead inc death","2021-06-07"
"SteveMcConnell-CovidComplete",0,"2 wk ahead inc death","2021-06-07"
"epiforecasts-ensemble1",0,"2 wk ahead inc death","2021-06-07"
"CU-select",0,"2 wk ahead inc death","2021-06-07"
"Covid19Sim-Simulator",0,"2 wk ahead inc death","2021-06-07"
"USC-SI_kJalpha",0,"2 wk ahead inc death","2021-06-07"
"BPagano-RtDriven",0,"2 wk ahead inc death","2021-06-07"
"LANL-GrowthRate",0,"2 wk ahead inc death","2021-06-07"
"UA-EpiCovDA",0,"2 wk ahead inc death","2021-06-07"
"CEID-Walk",0,"2 wk ahead inc death","2021-06-07"
"JHUAPL-Bucky",0,"2 wk ahead inc death","2021-06-07"
"DDS-NBDS",0,"2 wk ahead inc death","2021-06-07"
"IEM_MED-CovidProject",0,"2 wk ahead inc death","2021-06-07"
"COVIDhub-baseline",0,"2 wk ahead inc death","2021-06-07"
"CovidAnalytics-DELPHI",0,"2 wk ahead inc death","2021-06-07"
"JHU_IDD-CovidSP",0,"2 wk ahead inc death","2021-06-07"
"MIT_CritData-GBCF",0,"2 wk ahead inc death","2021-06-07"
"Karlen-pypm",0.677125891480532,"2 wk ahead cum death","2021-06-07"
"LNQ-ens1",0.284970435268731,"2 wk ahead cum death","2021-06-07"
"epiforecasts-ensemble1",0.0387928212678341,"2 wk ahead cum death","2021-06-07"
"UMass-MechBayes",0,"2 wk ahead cum death","2021-06-07"
"CEID-Walk",0,"2 wk ahead cum death","2021-06-07"
"BPagano-RtDriven",0,"2 wk ahead cum death","2021-06-07"
"SteveMcConnell-CovidComplete",0,"2 wk ahead cum death","2021-06-07"
"USC-SI_kJalpha",0,"2 wk ahead cum death","2021-06-07"
"MIT_CritData-GBCF",0,"2 wk ahead cum death","2021-06-07"
"COVIDhub-baseline",0,"2 wk ahead cum death","2021-06-07"
"UA-EpiCovDA",0,"2 wk ahead cum death","2021-06-07"
"LANL-GrowthRate",0,"2 wk ahead cum death","2021-06-07"
"DDS-NBDS",0,"2 wk ahead cum death","2021-06-07"
"CU-select",0,"2 wk ahead cum death","2021-06-07"
"RobertWalraven-ESG",0,"2 wk ahead cum death","2021-06-07"
"JHUAPL-Bucky",0,"2 wk ahead cum death","2021-06-07"
"CovidAnalytics-DELPHI",0,"2 wk ahead cum death","2021-06-07"
"Covid19Sim-Simulator",0,"2 wk ahead cum death","2021-06-07"
"JHU_IDD-CovidSP",0,"2 wk ahead cum death","2021-06-07"
"Karlen-pypm",0.472125847066853,"2 wk ahead inc case","2021-06-07"
"CU-select",0.298901549039338,"2 wk ahead inc case","2021-06-07"
"LNQ-ens1",0.122200486821798,"2 wk ahead inc case","2021-06-07"
"LANL-GrowthRate",0,"2 wk ahead inc case","2021-06-07"
"RobertWalraven-ESG",0,"2 wk ahead inc case","2021-06-07"
"JHUAPL-Bucky",0,"2 wk ahead inc case","2021-06-07"
"JHU_CSSE-DECOM",0,"2 wk ahead inc case","2021-06-07"
"UVA-Ensemble",0,"2 wk ahead inc case","2021-06-07"
"BPagano-RtDriven",0,"2 wk ahead inc case","2021-06-07"
"UChicagoCHATTOPADHYAY-UnIT",0,"2 wk ahead inc case","2021-06-07"
"USC-SI_kJalpha",0,"2 wk ahead inc case","2021-06-07"
"Covid19Sim-Simulator",0,"2 wk ahead inc case","2021-06-07"
"IEM_MED-CovidProject",0,"2 wk ahead inc case","2021-06-07"
"COVIDhub-baseline",0,"2 wk ahead inc case","2021-06-07"
"JHU_IDD-CovidSP",0,"2 wk ahead inc case","2021-06-07"
"CEID-Walk",0,"2 wk ahead inc case","2021-06-07"
"CovidAnalytics-DELPHI",0,"2 wk ahead inc case","2021-06-07"
"UMass-MechBayes",0.434661984575258,"1 wk ahead inc death","2021-06-07"
"Karlen-pypm",0.0960151437361846,"1 wk ahead inc death","2021-06-07"
"JHU_CSSE-DECOM",0.367528238985222,"1 wk ahead inc death","2021-06-07"
"Microsoft-DeepSTIA",0.0960163998930847,"1 wk ahead inc death","2021-06-07"
"SteveMcConnell-CovidComplete",0,"1 wk ahead inc death","2021-06-07"
"RobertWalraven-ESG",0,"1 wk ahead inc death","2021-06-07"
"LNQ-ens1",0,"1 wk ahead inc death","2021-06-07"
"BPagano-RtDriven",0,"1 wk ahead inc death","2021-06-07"
"LANL-GrowthRate",0,"1 wk ahead inc death","2021-06-07"
"CU-select",0,"1 wk ahead inc death","2021-06-07"
"UA-EpiCovDA",0,"1 wk ahead inc death","2021-06-07"
"MUNI-ARIMA",0,"1 wk ahead inc death","2021-06-07"
"USC-SI_kJalpha",0,"1 wk ahead inc death","2021-06-07"
"Covid19Sim-Simulator",0,"1 wk ahead inc death","2021-06-07"
"DDS-NBDS",0,"1 wk ahead inc death","2021-06-07"
"CEID-Walk",0,"1 wk ahead inc death","2021-06-07"
"CovidAnalytics-DELPHI",0,"1 wk ahead inc death","2021-06-07"
"JHUAPL-Bucky",0,"1 wk ahead inc death","2021-06-07"
"COVIDhub-baseline",0,"1 wk ahead inc death","2021-06-07"
"IHME-CurveFit",0,"1 wk ahead inc death","2021-06-07"
"epiforecasts-ensemble1",0,"1 wk ahead inc death","2021-06-07"
"JHU_IDD-CovidSP",0,"1 wk ahead inc death","2021-06-07"
"MIT_CritData-GBCF",0,"1 wk ahead inc death","2021-06-07"
"Karlen-pypm",0.48038322344156,"1 wk ahead cum death","2021-06-07"
"LNQ-ens1",0.32673674054185,"1 wk ahead cum death","2021-06-07"
"Microsoft-DeepSTIA",0.193187391633177,"1 wk ahead cum death","2021-06-07"
"BPagano-RtDriven",0,"1 wk ahead cum death","2021-06-07"
"SteveMcConnell-CovidComplete",0,"1 wk ahead cum death","2021-06-07"
"CEID-Walk",0,"1 wk ahead cum death","2021-06-07"
"MIT_CritData-GBCF",0,"1 wk ahead cum death","2021-06-07"
"USC-SI_kJalpha",0,"1 wk ahead cum death","2021-06-07"
"UA-EpiCovDA",0,"1 wk ahead cum death","2021-06-07"
"UMass-MechBayes",0,"1 wk ahead cum death","2021-06-07"
"DDS-NBDS",0,"1 wk ahead cum death","2021-06-07"
"CovidAnalytics-DELPHI",0,"1 wk ahead cum death","2021-06-07"
"COVIDhub-baseline",0,"1 wk ahead cum death","2021-06-07"
"LANL-GrowthRate",0,"1 wk ahead cum death","2021-06-07"
"RobertWalraven-ESG",0,"1 wk ahead cum death","2021-06-07"
"epiforecasts-ensemble1",0,"1 wk ahead cum death","2021-06-07"
"JHUAPL-Bucky",0,"1 wk ahead cum death","2021-06-07"
"CU-select",0,"1 wk ahead cum death","2021-06-07"
"Covid19Sim-Simulator",0,"1 wk ahead cum death","2021-06-07"
"JHU_IDD-CovidSP",0,"1 wk ahead cum death","2021-06-07"
"IHME-CurveFit",0,"1 wk ahead cum death","2021-06-07"
"Karlen-pypm",0.609747535741081,"1 wk ahead inc case","2021-06-07"
"LNQ-ens1",0.175140328142087,"1 wk ahead inc case","2021-06-07"
"CU-select",0.162306870479032,"1 wk ahead inc case","2021-06-07"
"MUNI-ARIMA",0,"1 wk ahead inc case","2021-06-07"
"LANL-GrowthRate",0,"1 wk ahead inc case","2021-06-07"
"RobertWalraven-ESG",0,"1 wk ahead inc case","2021-06-07"
"IEM_MED-CovidProject",0,"1 wk ahead inc case","2021-06-07"
"JHU_CSSE-DECOM",0,"1 wk ahead inc case","2021-06-07"
"BPagano-RtDriven",0,"1 wk ahead inc case","2021-06-07"
"Microsoft-DeepSTIA",0,"1 wk ahead inc case","2021-06-07"
"JHUAPL-Bucky",0,"1 wk ahead inc case","2021-06-07"
"UVA-Ensemble",0,"1 wk ahead inc case","2021-06-07"
"UChicagoCHATTOPADHYAY-UnIT",0,"1 wk ahead inc case","2021-06-07"
"USC-SI_kJalpha",0,"1 wk ahead inc case","2021-06-07"
"Covid19Sim-Simulator",0,"1 wk ahead inc case","2021-06-07"
"COVIDhub-baseline",0,"1 wk ahead inc case","2021-06-07"
"CovidAnalytics-DELPHI",0,"1 wk ahead inc case","2021-06-07"
"CEID-Walk",0,"1 wk ahead inc case","2021-06-07"
"JHU_IDD-CovidSP",0,"1 wk ahead inc case","2021-06-07"
"UMass-MechBayes",0.148968437581574,"4 wk ahead inc death","2021-06-14"
"Karlen-pypm",0.132588513446171,"4 wk ahead inc death","2021-06-14"
"RobertWalraven-ESG",0.209337559591384,"4 wk ahead inc death","2021-06-14"
"JHU_CSSE-DECOM",0.140856214008466,"4 wk ahead inc death","2021-06-14"
"USC-SI_kJalpha",0.329269571511327,"4 wk ahead inc death","2021-06-14"
"CU-select",0,"4 wk ahead inc death","2021-06-14"
"LANL-GrowthRate",0,"4 wk ahead inc death","2021-06-14"
"SteveMcConnell-CovidComplete",0,"4 wk ahead inc death","2021-06-14"
"Covid19Sim-Simulator",0,"4 wk ahead inc death","2021-06-14"
"UA-EpiCovDA",0,"4 wk ahead inc death","2021-06-14"
"BPagano-RtDriven",0,"4 wk ahead inc death","2021-06-14"
"OliverWyman-Navigator",0,"4 wk ahead inc death","2021-06-14"
"epiforecasts-ensemble1",0,"4 wk ahead inc death","2021-06-14"
"JHUAPL-Bucky",0,"4 wk ahead inc death","2021-06-14"
"CovidAnalytics-DELPHI",0,"4 wk ahead inc death","2021-06-14"
"CEID-Walk",0,"4 wk ahead inc death","2021-06-14"
"COVIDhub-baseline",0,"4 wk ahead inc death","2021-06-14"
"JHU_IDD-CovidSP",0,"4 wk ahead inc death","2021-06-14"
"IEM_MED-CovidProject",0,"4 wk ahead inc death","2021-06-14"
"MIT_CritData-GBCF",0,"4 wk ahead inc death","2021-06-14"
"Karlen-pypm",0.287450737629115,"4 wk ahead cum death","2021-06-14"
"UMass-MechBayes",0.283268901916461,"4 wk ahead cum death","2021-06-14"
"BPagano-RtDriven",0.326114421070616,"4 wk ahead cum death","2021-06-14"
"OliverWyman-Navigator",0.10467858132015,"4 wk ahead cum death","2021-06-14"
"SteveMcConnell-CovidComplete",0,"4 wk ahead cum death","2021-06-14"
"USC-SI_kJalpha",0,"4 wk ahead cum death","2021-06-14"
"epiforecasts-ensemble1",0,"4 wk ahead cum death","2021-06-14"
"CEID-Walk",0,"4 wk ahead cum death","2021-06-14"
"RobertWalraven-ESG",0,"4 wk ahead cum death","2021-06-14"
"UA-EpiCovDA",0,"4 wk ahead cum death","2021-06-14"
"LANL-GrowthRate",0,"4 wk ahead cum death","2021-06-14"
"COVIDhub-baseline",0,"4 wk ahead cum death","2021-06-14"
"CU-select",0,"4 wk ahead cum death","2021-06-14"
"MIT_CritData-GBCF",0,"4 wk ahead cum death","2021-06-14"
"JHUAPL-Bucky",0,"4 wk ahead cum death","2021-06-14"
"Covid19Sim-Simulator",0,"4 wk ahead cum death","2021-06-14"
"CovidAnalytics-DELPHI",0,"4 wk ahead cum death","2021-06-14"
"JHU_IDD-CovidSP",0,"4 wk ahead cum death","2021-06-14"
"Karlen-pypm",0.19372131009303,"4 wk ahead inc case","2021-06-14"
"JHUAPL-Bucky",0.194621721731487,"4 wk ahead inc case","2021-06-14"
"CU-select",0.233386301516725,"4 wk ahead inc case","2021-06-14"
"USC-SI_kJalpha",0.0657122530629022,"4 wk ahead inc case","2021-06-14"
"UVA-Ensemble",0,"4 wk ahead inc case","2021-06-14"
"RobertWalraven-ESG",0,"4 wk ahead inc case","2021-06-14"
"LANL-GrowthRate",0,"4 wk ahead inc case","2021-06-14"
"JHU_IDD-CovidSP",0,"4 wk ahead inc case","2021-06-14"
"CovidAnalytics-DELPHI",0,"4 wk ahead inc case","2021-06-14"
"BPagano-RtDriven",0,"4 wk ahead inc case","2021-06-14"
"Covid19Sim-Simulator",0,"4 wk ahead inc case","2021-06-14"
"JHU_CSSE-DECOM",0,"4 wk ahead inc case","2021-06-14"
"COVIDhub-baseline",0,"4 wk ahead inc case","2021-06-14"
"IEM_MED-CovidProject",0,"4 wk ahead inc case","2021-06-14"
"CEID-Walk",0,"4 wk ahead inc case","2021-06-14"
"Karlen-pypm",0.0874285517451866,"3 wk ahead inc death","2021-06-14"
"UMass-MechBayes",0.307251553268104,"3 wk ahead inc death","2021-06-14"
"JHU_CSSE-DECOM",0.222931903578715,"3 wk ahead inc death","2021-06-14"
"SteveMcConnell-CovidComplete",-0.0422390966080044,"3 wk ahead inc death","2021-06-14"
"USC-SI_kJalpha",0.284158307421167,"3 wk ahead inc death","2021-06-14"
"RobertWalraven-ESG",0.166379346751779,"3 wk ahead inc death","2021-06-14"
"CU-select",0,"3 wk ahead inc death","2021-06-14"
"epiforecasts-ensemble1",0,"3 wk ahead inc death","2021-06-14"
"LANL-GrowthRate",0,"3 wk ahead inc death","2021-06-14"
"Covid19Sim-Simulator",0,"3 wk ahead inc death","2021-06-14"
"BPagano-RtDriven",0,"3 wk ahead inc death","2021-06-14"
"JHUAPL-Bucky",0,"3 wk ahead inc death","2021-06-14"
"UA-EpiCovDA",0,"3 wk ahead inc death","2021-06-14"
"CEID-Walk",0,"3 wk ahead inc death","2021-06-14"
"COVIDhub-baseline",0,"3 wk ahead inc death","2021-06-14"
"IEM_MED-CovidProject",0,"3 wk ahead inc death","2021-06-14"
"CovidAnalytics-DELPHI",0,"3 wk ahead inc death","2021-06-14"
"JHU_IDD-CovidSP",0,"3 wk ahead inc death","2021-06-14"
"MIT_CritData-GBCF",0,"3 wk ahead inc death","2021-06-14"
"Karlen-pypm",0.556490288075801,"3 wk ahead cum death","2021-06-14"
"BPagano-RtDriven",0.444901067289333,"3 wk ahead cum death","2021-06-14"
"UMass-MechBayes",0,"3 wk ahead cum death","2021-06-14"
"epiforecasts-ensemble1",0,"3 wk ahead cum death","2021-06-14"
"SteveMcConnell-CovidComplete",0,"3 wk ahead cum death","2021-06-14"
"USC-SI_kJalpha",0,"3 wk ahead cum death","2021-06-14"
"MIT_CritData-GBCF",0,"3 wk ahead cum death","2021-06-14"
"LANL-GrowthRate",0,"3 wk ahead cum death","2021-06-14"
"CEID-Walk",0,"3 wk ahead cum death","2021-06-14"
"UA-EpiCovDA",0,"3 wk ahead cum death","2021-06-14"
"COVIDhub-baseline",0,"3 wk ahead cum death","2021-06-14"
"RobertWalraven-ESG",0,"3 wk ahead cum death","2021-06-14"
"JHUAPL-Bucky",0,"3 wk ahead cum death","2021-06-14"
"CU-select",0,"3 wk ahead cum death","2021-06-14"
"CovidAnalytics-DELPHI",0,"3 wk ahead cum death","2021-06-14"
"Covid19Sim-Simulator",0,"3 wk ahead cum death","2021-06-14"
"JHU_IDD-CovidSP",0,"3 wk ahead cum death","2021-06-14"
"Karlen-pypm",0.433038784257829,"3 wk ahead inc case","2021-06-14"
"CU-select",0.230655613156743,"3 wk ahead inc case","2021-06-14"
"LANL-GrowthRate",-0.0226619337931925,"3 wk ahead inc case","2021-06-14"
"JHUAPL-Bucky",0.0223801765580416,"3 wk ahead inc case","2021-06-14"
"RobertWalraven-ESG",0.173215050570429,"3 wk ahead inc case","2021-06-14"
"UVA-Ensemble",0,"3 wk ahead inc case","2021-06-14"
"USC-SI_kJalpha",0,"3 wk ahead inc case","2021-06-14"
"BPagano-RtDriven",0,"3 wk ahead inc case","2021-06-14"
"JHU_CSSE-DECOM",0,"3 wk ahead inc case","2021-06-14"
"Covid19Sim-Simulator",0,"3 wk ahead inc case","2021-06-14"
"JHU_IDD-CovidSP",0,"3 wk ahead inc case","2021-06-14"
"IEM_MED-CovidProject",0,"3 wk ahead inc case","2021-06-14"
"COVIDhub-baseline",0,"3 wk ahead inc case","2021-06-14"
"CEID-Walk",0,"3 wk ahead inc case","2021-06-14"
"CovidAnalytics-DELPHI",0,"3 wk ahead inc case","2021-06-14"
"Microsoft-DeepSTIA",0.476295576847604,"2 wk ahead inc death","2021-06-14"
"Karlen-pypm",0.105844499471946,"2 wk ahead inc death","2021-06-14"
"UMass-MechBayes",0.101474639884109,"2 wk ahead inc death","2021-06-14"
"JHU_CSSE-DECOM",-0.00945554766225695,"2 wk ahead inc death","2021-06-14"
"RobertWalraven-ESG",0.067208506288243,"2 wk ahead inc death","2021-06-14"
"USC-SI_kJalpha",0.261305033512326,"2 wk ahead inc death","2021-06-14"
"SteveMcConnell-CovidComplete",0,"2 wk ahead inc death","2021-06-14"
"BPagano-RtDriven",0,"2 wk ahead inc death","2021-06-14"
"CU-select",0,"2 wk ahead inc death","2021-06-14"
"Covid19Sim-Simulator",0,"2 wk ahead inc death","2021-06-14"
"LANL-GrowthRate",0,"2 wk ahead inc death","2021-06-14"
"UA-EpiCovDA",0,"2 wk ahead inc death","2021-06-14"
"MUNI-ARIMA",0,"2 wk ahead inc death","2021-06-14"
"JHUAPL-Bucky",0,"2 wk ahead inc death","2021-06-14"
"CEID-Walk",0,"2 wk ahead inc death","2021-06-14"
"IHME-CurveFit",0,"2 wk ahead inc death","2021-06-14"
"CovidAnalytics-DELPHI",0,"2 wk ahead inc death","2021-06-14"
"COVIDhub-baseline",0,"2 wk ahead inc death","2021-06-14"
"JHU_IDD-CovidSP",0,"2 wk ahead inc death","2021-06-14"
"MIT_CritData-GBCF",0,"2 wk ahead inc death","2021-06-14"
"epiforecasts-ensemble1",0,"2 wk ahead inc death","2021-06-14"
"Microsoft-DeepSTIA",0.322597369975549,"2 wk ahead cum death","2021-06-14"
"Karlen-pypm",0.344050048642915,"2 wk ahead cum death","2021-06-14"
"BPagano-RtDriven",0.103969348455897,"2 wk ahead cum death","2021-06-14"
"MIT_CritData-GBCF",0.229185359095366,"2 wk ahead cum death","2021-06-14"
"SteveMcConnell-CovidComplete",0,"2 wk ahead cum death","2021-06-14"
"UMass-MechBayes",0,"2 wk ahead cum death","2021-06-14"
"USC-SI_kJalpha",0,"2 wk ahead cum death","2021-06-14"
"UA-EpiCovDA",0,"2 wk ahead cum death","2021-06-14"
"LANL-GrowthRate",0,"2 wk ahead cum death","2021-06-14"
"CEID-Walk",0,"2 wk ahead cum death","2021-06-14"
"CovidAnalytics-DELPHI",0,"2 wk ahead cum death","2021-06-14"
"RobertWalraven-ESG",0,"2 wk ahead cum death","2021-06-14"
"JHUAPL-Bucky",0,"2 wk ahead cum death","2021-06-14"
"COVIDhub-baseline",0,"2 wk ahead cum death","2021-06-14"
"CU-select",0,"2 wk ahead cum death","2021-06-14"
"epiforecasts-ensemble1",0,"2 wk ahead cum death","2021-06-14"
"Covid19Sim-Simulator",0,"2 wk ahead cum death","2021-06-14"
"JHU_IDD-CovidSP",0,"2 wk ahead cum death","2021-06-14"
"IHME-CurveFit",0,"2 wk ahead cum death","2021-06-14"
"Karlen-pypm",0.584392458602034,"2 wk ahead inc case","2021-06-14"
"CU-select",0.359552205913854,"2 wk ahead inc case","2021-06-14"
"LANL-GrowthRate",0,"2 wk ahead inc case","2021-06-14"
"RobertWalraven-ESG",0,"2 wk ahead inc case","2021-06-14"
"JHUAPL-Bucky",0,"2 wk ahead inc case","2021-06-14"
"MUNI-ARIMA",0,"2 wk ahead inc case","2021-06-14"
"BPagano-RtDriven",0,"2 wk ahead inc case","2021-06-14"
"UVA-Ensemble",0,"2 wk ahead inc case","2021-06-14"
"JHU_CSSE-DECOM",0,"2 wk ahead inc case","2021-06-14"
"Microsoft-DeepSTIA",0,"2 wk ahead inc case","2021-06-14"
"Covid19Sim-Simulator",0,"2 wk ahead inc case","2021-06-14"
"USC-SI_kJalpha",0,"2 wk ahead inc case","2021-06-14"
"IEM_MED-CovidProject",0,"2 wk ahead inc case","2021-06-14"
"JHU_IDD-CovidSP",0,"2 wk ahead inc case","2021-06-14"
"COVIDhub-baseline",0,"2 wk ahead inc case","2021-06-14"
"CEID-Walk",0,"2 wk ahead inc case","2021-06-14"
"CovidAnalytics-DELPHI",0,"2 wk ahead inc case","2021-06-14"
"UMass-MechBayes",0.533255264772632,"1 wk ahead inc death","2021-06-14"
"Karlen-pypm",0.207291745347076,"1 wk ahead inc death","2021-06-14"
"JHU_CSSE-DECOM",0.317119258055121,"1 wk ahead inc death","2021-06-14"
"Microsoft-DeepSTIA",0,"1 wk ahead inc death","2021-06-14"
"MUNI-ARIMA",0,"1 wk ahead inc death","2021-06-14"
"SteveMcConnell-CovidComplete",0,"1 wk ahead inc death","2021-06-14"
"RobertWalraven-ESG",0,"1 wk ahead inc death","2021-06-14"
"CU-select",0,"1 wk ahead inc death","2021-06-14"
"USC-SI_kJalpha",0,"1 wk ahead inc death","2021-06-14"
"BPagano-RtDriven",0,"1 wk ahead inc death","2021-06-14"
"UA-EpiCovDA",0,"1 wk ahead inc death","2021-06-14"
"LANL-GrowthRate",0,"1 wk ahead inc death","2021-06-14"
"Covid19Sim-Simulator",0,"1 wk ahead inc death","2021-06-14"
"CEID-Walk",0,"1 wk ahead inc death","2021-06-14"
"CovidAnalytics-DELPHI",0,"1 wk ahead inc death","2021-06-14"
"IHME-CurveFit",0,"1 wk ahead inc death","2021-06-14"
"JHUAPL-Bucky",0,"1 wk ahead inc death","2021-06-14"
"COVIDhub-baseline",0,"1 wk ahead inc death","2021-06-14"
"epiforecasts-ensemble1",0,"1 wk ahead inc death","2021-06-14"
"JHU_IDD-CovidSP",0,"1 wk ahead inc death","2021-06-14"
"MIT_CritData-GBCF",0,"1 wk ahead inc death","2021-06-14"
"Karlen-pypm",0.654022306123371,"1 wk ahead cum death","2021-06-14"
"SteveMcConnell-CovidComplete",0.0935068540145834,"1 wk ahead cum death","2021-06-14"
"BPagano-RtDriven",0.252891745772735,"1 wk ahead cum death","2021-06-14"
"Microsoft-DeepSTIA",0,"1 wk ahead cum death","2021-06-14"
"MIT_CritData-GBCF",0,"1 wk ahead cum death","2021-06-14"
"CEID-Walk",0,"1 wk ahead cum death","2021-06-14"
"USC-SI_kJalpha",0,"1 wk ahead cum death","2021-06-14"
"UA-EpiCovDA",0,"1 wk ahead cum death","2021-06-14"
"UMass-MechBayes",0,"1 wk ahead cum death","2021-06-14"
"CovidAnalytics-DELPHI",0,"1 wk ahead cum death","2021-06-14"
"COVIDhub-baseline",0,"1 wk ahead cum death","2021-06-14"
"LANL-GrowthRate",0,"1 wk ahead cum death","2021-06-14"
"epiforecasts-ensemble1",0,"1 wk ahead cum death","2021-06-14"
"JHUAPL-Bucky",0,"1 wk ahead cum death","2021-06-14"
"RobertWalraven-ESG",0,"1 wk ahead cum death","2021-06-14"
"CU-select",0,"1 wk ahead cum death","2021-06-14"
"Covid19Sim-Simulator",0,"1 wk ahead cum death","2021-06-14"
"JHU_IDD-CovidSP",0,"1 wk ahead cum death","2021-06-14"
"IHME-CurveFit",0,"1 wk ahead cum death","2021-06-14"
"Karlen-pypm",0.380052176916555,"1 wk ahead inc case","2021-06-14"
"IEM_MED-CovidProject",0.466370426670763,"1 wk ahead inc case","2021-06-14"
"RobertWalraven-ESG",0.0623621957263303,"1 wk ahead inc case","2021-06-14"
"CU-select",0,"1 wk ahead inc case","2021-06-14"
"MUNI-ARIMA",0,"1 wk ahead inc case","2021-06-14"
"JHU_CSSE-DECOM",0,"1 wk ahead inc case","2021-06-14"
"LANL-GrowthRate",0,"1 wk ahead inc case","2021-06-14"
"JHUAPL-Bucky",0,"1 wk ahead inc case","2021-06-14"
"Microsoft-DeepSTIA",0,"1 wk ahead inc case","2021-06-14"
"BPagano-RtDriven",0,"1 wk ahead inc case","2021-06-14"
"USC-SI_kJalpha",0,"1 wk ahead inc case","2021-06-14"
"UVA-Ensemble",0,"1 wk ahead inc case","2021-06-14"
"Covid19Sim-Simulator",0,"1 wk ahead inc case","2021-06-14"
"COVIDhub-baseline",0,"1 wk ahead inc case","2021-06-14"
"CEID-Walk",0,"1 wk ahead inc case","2021-06-14"
"CovidAnalytics-DELPHI",0,"1 wk ahead inc case","2021-06-14"
"JHU_IDD-CovidSP",0,"1 wk ahead inc case","2021-06-14"
"UMass-MechBayes",0.11970217966042,"4 wk ahead inc death","2021-06-21"
"Karlen-pypm",0.01952141407696,"4 wk ahead inc death","2021-06-21"
"USC-SI_kJalpha",0.294402417969372,"4 wk ahead inc death","2021-06-21"
"CU-select",0.0319538414095379,"4 wk ahead inc death","2021-06-21"
"SteveMcConnell-CovidComplete",0.0969629921412205,"4 wk ahead inc death","2021-06-21"
"JHU_CSSE-DECOM",0.107213638501258,"4 wk ahead inc death","2021-06-21"
"LANL-GrowthRate",0.0872877900318852,"4 wk ahead inc death","2021-06-21"
"RobertWalraven-ESG",0.0813351771240055,"4 wk ahead inc death","2021-06-21"
"JHUAPL-Bucky",0.0658362340311767,"4 wk ahead inc death","2021-06-21"
